itemid,modifier,name,url
15343,768,Pathfinder Gloves of the Owl,https://classic.wowhead.com/item=15343
15512,675,Grunt's Shield of the Tiger,https://classic.wowhead.com/item=15512
15016,89,Lupine Handwraps of Defense,https://classic.wowhead.com/item=15016
11993,930,Clay Ring of the Gorilla,https://classic.wowhead.com/item=11993
6581,759,Scouting Belt of the Owl,https://classic.wowhead.com/item=6581
12994,,Thorbia's Gauntlets,https://classic.wowhead.com/item=12994
10409,1609,Banded Boots of Defense,https://classic.wowhead.com/item=10409
2290,,Scroll of Intellect II,https://classic.wowhead.com/item=2290
6592,1557,Battleforge Armor of Power,https://classic.wowhead.com/item=6592
14127,154,Ritual Shroud of Stamina,https://classic.wowhead.com/item=14127
7355,1880,Elder's Bracers of Fiery Wrath,https://classic.wowhead.com/item=7355
10408,1113,Banded Helm of the Boar,https://classic.wowhead.com/item=10408
15599,212,Ancient Greaves of Agility,https://classic.wowhead.com/item=15599
15114,22,Rigid Cape of Stamina,https://classic.wowhead.com/item=15114
14114,1012,Aboriginal Footwraps of the Whale,https://classic.wowhead.com/item=14114
4566,1181,Sturdy Quarterstaff of the Bear,https://classic.wowhead.com/item=4566
12012,601,Marsh Ring of the Monkey,https://classic.wowhead.com/item=12012
15117,595,Rigid Leggings of the Monkey,https://classic.wowhead.com/item=15117
6587,1190,Scouting Trousers of the Bear,https://classic.wowhead.com/item=6587
11982,760,Viridian Band of the Owl,https://classic.wowhead.com/item=11982
1760,,Reinforced Chain Shoulderpads,https://classic.wowhead.com/item=1760
15117,935,Rigid Leggings of the Gorilla,https://classic.wowhead.com/item=15117
9828,1555,Scaled Leather Boots of Power,https://classic.wowhead.com/item=9828
14909,1202,Brutish Shoulders of the Bear,https://classic.wowhead.com/item=14909
15230,96,Ridge Cleaver of Stamina,https://classic.wowhead.com/item=15230
15269,1191,Massive Battle Axe of the Bear,https://classic.wowhead.com/item=15269
10570,,Manslayer,https://classic.wowhead.com/item=10570
14179,759,Watcher's Cape of the Owl,https://classic.wowhead.com/item=14179
9902,612,Jazeraint Helm of the Monkey,https://classic.wowhead.com/item=9902
22307,,Pattern: Enchanted Mageweave Pouch,https://classic.wowhead.com/item=22307
15735,,Pattern: Ironfeather Shoulders,https://classic.wowhead.com/item=15735
4343,,Brown Linen Pants,https://classic.wowhead.com/item=4343
7282,,Light Leather Pants,https://classic.wowhead.com/item=7282
15303,1010,Grizzly Pants of the Whale,https://classic.wowhead.com/item=15303
6337,1179,Infantry Leggings of the Bear,https://classic.wowhead.com/item=6337
14123,1877,Ritual Cape of Fiery Wrath,https://classic.wowhead.com/item=14123
6564,2029,Shimmering Cloak of Healing,https://classic.wowhead.com/item=6564
15498,114,Outrunner's Slippers of Stamina,https://classic.wowhead.com/item=15498
9797,2037,Ivycloth Pants of Healing,https://classic.wowhead.com/item=9797
9892,1030,Huntsman's Gloves of the Whale,https://classic.wowhead.com/item=9892
15497,843,Outrunner's Cord of the Eagle,https://classic.wowhead.com/item=15497
3186,590,Viking Sword of the Monkey,https://classic.wowhead.com/item=3186
3465,,Exploding Shot,https://classic.wowhead.com/item=3465
3199,509,Battle Slayer of the Wolf,https://classic.wowhead.com/item=3199
7331,681,Phalanx Shield of the Tiger,https://classic.wowhead.com/item=7331
10131,1206,Revenant Boots of the Bear,https://classic.wowhead.com/item=10131
9872,944,Renegade Pauldrons of the Gorilla,https://classic.wowhead.com/item=9872
13851,,Hot Wolf Ribs,https://classic.wowhead.com/item=13851
13066,,Wyrmslayer Spaulders,https://classic.wowhead.com/item=13066
9806,595,Superior Gloves of the Monkey,https://classic.wowhead.com/item=9806
9820,1959,Durable Boots of Frozen Wrath,https://classic.wowhead.com/item=9820
4768,,Adept's Gloves,https://classic.wowhead.com/item=4768
4575,506,Medicine Staff of the Wolf,https://classic.wowhead.com/item=4575
7369,778,Elder's Robe of the Owl,https://classic.wowhead.com/item=7369
15230,843,Ridge Cleaver of the Eagle,https://classic.wowhead.com/item=15230
7458,187,Knight's Boots of Stamina,https://classic.wowhead.com/item=7458
7435,177,Twilight Mantle of Intellect,https://classic.wowhead.com/item=7435
15508,89,Grunt's Cape of Defense,https://classic.wowhead.com/item=15508
9917,608,Tracker's Boots of the Monkey,https://classic.wowhead.com/item=9917
14121,1017,Aboriginal Vest of the Whale,https://classic.wowhead.com/item=14121
6558,755,Bard's Belt of the Owl,https://classic.wowhead.com/item=6558
2140,14,Carving Knife of Agility,https://classic.wowhead.com/item=2140
14839,,Tyrant's Greaves,https://classic.wowhead.com/item=14839
14096,114,Native Vest of Stamina,https://classic.wowhead.com/item=14096
6574,929,Defender Bracers of the Gorilla,https://classic.wowhead.com/item=6574
15970,1800,Native Branch of Arcane Wrath,https://classic.wowhead.com/item=15970
15976,1881,Thistlefur Branch of Fiery Wrath,https://classic.wowhead.com/item=15976
1422,,Worn Leather Gloves,https://classic.wowhead.com/item=1422
4692,,Ceremonial Cloak,https://classic.wowhead.com/item=4692
12990,,Razor's Edge,https://classic.wowhead.com/item=12990
15114,28,Rigid Cape of Spirit,https://classic.wowhead.com/item=15114
9832,767,Scaled Leather Gloves of the Owl,https://classic.wowhead.com/item=9832
9434,,Elemental Raiment,https://classic.wowhead.com/item=9434
3858,,Mithril Ore,https://classic.wowhead.com/item=3858
14160,1877,Pagan Bands of Fiery Wrath,https://classic.wowhead.com/item=14160
14129,845,Ritual Sandals of the Eagle,https://classic.wowhead.com/item=14129
14176,1804,Watcher's Boots of Arcane Wrath,https://classic.wowhead.com/item=14176
14167,1839,Buccaneer's Cape of Shadow Wrath,https://classic.wowhead.com/item=14167
7445,435,Sentinel Shoulders of the Falcon,https://classic.wowhead.com/item=7445
15018,133,Lupine Vest of Intellect,https://classic.wowhead.com/item=15018
14784,,Khan's Greaves,https://classic.wowhead.com/item=14784
8157,,Jouster's Chestplate,https://classic.wowhead.com/item=8157
14114,1801,Aboriginal Footwraps of Arcane Wrath,https://classic.wowhead.com/item=14114
15269,1019,Massive Battle Axe of the Whale,https://classic.wowhead.com/item=15269
14654,,Scorpashi Wristbands,https://classic.wowhead.com/item=14654
15298,1799,Grizzly Buckler of Arcane Wrath,https://classic.wowhead.com/item=15298
14179,1014,Watcher's Cape of the Whale,https://classic.wowhead.com/item=14179
13134,,Belt of the Gladiator,https://classic.wowhead.com/item=13134
2291,,Kang the Decapitator,https://classic.wowhead.com/item=2291
9766,1879,Greenweave Sash of Fiery Wrath,https://classic.wowhead.com/item=9766
7387,,Dusky Belt,https://classic.wowhead.com/item=7387
15260,1121,Stone Hammer of the Boar,https://classic.wowhead.com/item=15260
5966,,Guardian Gloves,https://classic.wowhead.com/item=5966
15243,592,Deadly Kris of the Monkey,https://classic.wowhead.com/item=15243
6551,1014,Soldier's Boots of the Whale,https://classic.wowhead.com/item=6551
5001,,Heart Ring,https://classic.wowhead.com/item=5001
15231,1551,Splitting Hatchet of Power,https://classic.wowhead.com/item=15231
15330,154,Wrangler's Boots of Stamina,https://classic.wowhead.com/item=15330
15527,593,Sentry's Gloves of the Monkey,https://classic.wowhead.com/item=15527
3108,,Heavy Throwing Dagger,https://classic.wowhead.com/item=3108
7085,,Pattern: Azure Shoulders,https://classic.wowhead.com/item=7085
1936,,Goblin Screwdriver,https://classic.wowhead.com/item=1936
15485,1550,War Torn Pants of Power,https://classic.wowhead.com/item=15485
9860,147,Archer's Cloak of Defense,https://classic.wowhead.com/item=9860
14404,,Resilient Leggings,https://classic.wowhead.com/item=14404
9819,1964,Durable Tunic of Frozen Wrath,https://classic.wowhead.com/item=9819
15268,673,Twin-bladed Axe of the Tiger,https://classic.wowhead.com/item=15268
14167,1801,Buccaneer's Cape of Arcane Wrath,https://classic.wowhead.com/item=14167
12010,682,Fen Ring of the Tiger,https://classic.wowhead.com/item=12010
11022,,Packet of Tharlendris Seeds,https://classic.wowhead.com/item=11022
804,,Large Blue Sack,https://classic.wowhead.com/item=804
3201,600,Barbarian War Axe of the Monkey,https://classic.wowhead.com/item=3201
12799,,Large Opal,https://classic.wowhead.com/item=12799
9767,1017,Greenweave Sandals of the Whale,https://classic.wowhead.com/item=9767
9852,1036,Conjurer's Robe of the Whale,https://classic.wowhead.com/item=9852
15545,135,Thick Scale Bracelets of Stamina,https://classic.wowhead.com/item=15545
7439,334,Sentinel Breastplate of Stamina,https://classic.wowhead.com/item=7439
14194,2034,Raincaller Cord of Healing,https://classic.wowhead.com/item=14194
6603,177,Dervish Tunic of Intellect,https://classic.wowhead.com/item=6603
9787,1550,Raider's Gauntlets of Power,https://classic.wowhead.com/item=9787
15225,1186,Sequoia Hammer of the Bear,https://classic.wowhead.com/item=15225
6540,589,Willow Pants of the Monkey,https://classic.wowhead.com/item=6540
3826,,Mighty Troll's Blood Potion,https://classic.wowhead.com/item=3826
15116,1994,Rigid Shoulders of Nature's Wrath,https://classic.wowhead.com/item=15116
6585,89,Scouting Cloak of Defense,https://classic.wowhead.com/item=6585
9829,846,Scaled Leather Bracers of the Eagle,https://classic.wowhead.com/item=9829
9812,2030,Fortified Cloak of Healing,https://classic.wowhead.com/item=9812
9850,856,Conjurer's Mantle of the Eagle,https://classic.wowhead.com/item=9850
14179,1878,Watcher's Cape of Fiery Wrath,https://classic.wowhead.com/item=14179
9763,1181,Cadet Leggings of the Bear,https://classic.wowhead.com/item=9763
3196,844,Edged Bastard Sword of the Eagle,https://classic.wowhead.com/item=3196
15309,1799,Feral Cloak of Arcane Wrath,https://classic.wowhead.com/item=15309
15485,1012,War Torn Pants of the Whale,https://classic.wowhead.com/item=15485
9750,,Gypsy Sash,https://classic.wowhead.com/item=9750
7542,609,Champion's Greaves of the Monkey,https://classic.wowhead.com/item=7542
12054,,Demon Band,https://classic.wowhead.com/item=12054
6556,1989,Bard's Bracers of Nature's Wrath,https://classic.wowhead.com/item=6556
2079,2028,Sergeant's Warhammer of Healing,https://classic.wowhead.com/item=2079
7046,,Azure Silk Pants,https://classic.wowhead.com/item=7046
7417,686,Phalanx Boots of the Tiger,https://classic.wowhead.com/item=7417
15518,1557,Spiked Chain Breastplate of Power,https://classic.wowhead.com/item=15518
3193,847,Oak Mallet of the Eagle,https://classic.wowhead.com/item=3193
10408,945,Banded Helm of the Gorilla,https://classic.wowhead.com/item=10408
863,848,Gloom Reaper of the Eagle,https://classic.wowhead.com/item=863
14123,22,Ritual Cape of Stamina,https://classic.wowhead.com/item=14123
3164,,Discolored Worg Heart,https://classic.wowhead.com/item=3164
14090,584,Beaded Britches of the Monkey,https://classic.wowhead.com/item=14090
14091,25,Beaded Robe of Intellect,https://classic.wowhead.com/item=14091
15973,762,Watcher's Star of the Owl,https://classic.wowhead.com/item=15973
3196,97,Edged Bastard Sword of Strength,https://classic.wowhead.com/item=3196
15014,2028,Lupine Buckler of Healing,https://classic.wowhead.com/item=15014
15116,850,Rigid Shoulders of the Eagle,https://classic.wowhead.com/item=15116
5762,,Red Linen Bag,https://classic.wowhead.com/item=5762
9756,927,Gypsy Trousers of the Gorilla,https://classic.wowhead.com/item=9756
16702,,Dreadmist Belt,https://classic.wowhead.com/item=16702
15211,585,Militant Shortsword of the Monkey,https://classic.wowhead.com/item=15211
14368,,Mystic's Shoulder Pads,https://classic.wowhead.com/item=14368
9290,1207,Field Plate Helmet of the Bear,https://classic.wowhead.com/item=9290
3387,,Limited Invulnerability Potion,https://classic.wowhead.com/item=3387
14094,1009,Beaded Wraps of the Whale,https://classic.wowhead.com/item=14094
3914,,Journeyman's Backpack,https://classic.wowhead.com/item=3914
7392,,Green Whelp Scale,https://classic.wowhead.com/item=7392
3010,,Fine Sand,https://classic.wowhead.com/item=3010
9789,136,Raider's Legguards of Strength,https://classic.wowhead.com/item=9789
14196,252,Thistlefur Sandals of the Falcon,https://classic.wowhead.com/item=14196
4564,926,Spiked Club of the Gorilla,https://classic.wowhead.com/item=4564
4074,,Mail Combat Armor,https://classic.wowhead.com/item=4074
6604,112,Dervish Cape of Intellect,https://classic.wowhead.com/item=6604
2965,,Warrior's Tunic,https://classic.wowhead.com/item=2965
6387,,Glimmering Mail Bracers,https://classic.wowhead.com/item=6387
15532,847,Sentry's Armsplints of the Eagle,https://classic.wowhead.com/item=15532
15307,93,Feral Buckler of Agility,https://classic.wowhead.com/item=15307
9900,861,Jazeraint Gauntlets of the Eagle,https://classic.wowhead.com/item=9900
9842,1024,Banded Pauldrons of the Whale,https://classic.wowhead.com/item=9842
15014,756,Lupine Buckler of the Owl,https://classic.wowhead.com/item=15014
9898,852,Jazeraint Cloak of the Eagle,https://classic.wowhead.com/item=9898
3184,19,Hook Dagger of Stamina,https://classic.wowhead.com/item=3184
3474,839,Gemmed Copper Gauntlets of the Eagle,https://classic.wowhead.com/item=3474
7456,609,Knight's Headguard of the Monkey,https://classic.wowhead.com/item=7456
2072,597,Dwarven Magestaff of the Monkey,https://classic.wowhead.com/item=2072
15970,1952,Native Branch of Frozen Wrath,https://classic.wowhead.com/item=15970
15122,1993,Robust Bracers of Nature's Wrath,https://classic.wowhead.com/item=15122
9804,1100,Superior Buckler of the Boar,https://classic.wowhead.com/item=9804
5542,,Pearl-clasped Cloak,https://classic.wowhead.com/item=5542
12989,,Gargoyle's Bite,https://classic.wowhead.com/item=12989
10288,2039,Sage's Circlet of Healing,https://classic.wowhead.com/item=10288
15210,23,Raider Shortsword of Strength,https://classic.wowhead.com/item=15210
12039,237,Tundra Necklace of the Falcon,https://classic.wowhead.com/item=12039
9854,383,Archer's Jerkin of Intellect,https://classic.wowhead.com/item=9854
4564,672,Spiked Club of the Tiger,https://classic.wowhead.com/item=4564
14896,1201,Saltstone Sabatons of the Bear,https://classic.wowhead.com/item=14896
15595,1197,Steadfast Gloves of the Bear,https://classic.wowhead.com/item=15595
6290,,Brilliant Smallfish,https://classic.wowhead.com/item=6290
11994,1185,Coral Band of the Bear,https://classic.wowhead.com/item=11994
15118,767,Rigid Tunic of the Owl,https://classic.wowhead.com/item=15118
14189,213,Raincaller Cap of Intellect,https://classic.wowhead.com/item=14189
7418,1118,Phalanx Breastplate of the Boar,https://classic.wowhead.com/item=7418
7489,605,Captain's Gauntlets of the Monkey,https://classic.wowhead.com/item=7489
9749,1802,Simple Blouse of Arcane Wrath,https://classic.wowhead.com/item=9749
14168,1878,Buccaneer's Gloves of Fiery Wrath,https://classic.wowhead.com/item=14168
9783,847,Raider's Chestpiece of the Eagle,https://classic.wowhead.com/item=9783
4387,,Iron Strut,https://classic.wowhead.com/item=4387
13863,,Runecloth Gloves,https://classic.wowhead.com/item=13863
14174,113,Buccaneer's Boots of Spirit,https://classic.wowhead.com/item=14174
15553,1197,Thick Scale Shoulder Pads of the Bear,https://classic.wowhead.com/item=15553
9834,185,Scaled Leather Shoulders of Stamina,https://classic.wowhead.com/item=9834
3049,,Lambent Scale Breastplate,https://classic.wowhead.com/item=3049
4567,590,Merc Sword of the Monkey,https://classic.wowhead.com/item=4567
1265,,Scorpion Sting,https://classic.wowhead.com/item=1265
15243,1187,Deadly Kris of the Bear,https://classic.wowhead.com/item=15243
15268,114,Twin-bladed Axe of Stamina,https://classic.wowhead.com/item=15268
2840,,Copper Bar,https://classic.wowhead.com/item=2840
14843,,Tyrant's Helm,https://classic.wowhead.com/item=14843
15214,680,Nobles Brand of the Tiger,https://classic.wowhead.com/item=15214
15935,1021,Durable Rod of the Whale,https://classic.wowhead.com/item=15935
9835,1030,Scaled Leather Tunic of the Whale,https://classic.wowhead.com/item=9835
15248,507,Gleaming Claymore of the Wolf,https://classic.wowhead.com/item=15248
15526,115,Sentry's Cape of Strength,https://classic.wowhead.com/item=15526
3012,,Scroll of Agility,https://classic.wowhead.com/item=3012
9848,1026,Conjurer's Gloves of the Whale,https://classic.wowhead.com/item=9848
14123,755,Ritual Cape of the Owl,https://classic.wowhead.com/item=14123
14159,1956,Pagan Shoes of Frozen Wrath,https://classic.wowhead.com/item=14159
3840,,Green Iron Shoulders,https://classic.wowhead.com/item=3840
4542,,Moist Cornbread,https://classic.wowhead.com/item=4542
15281,1020,Glowstar Rod of the Whale,https://classic.wowhead.com/item=15281
14910,1556,Brutish Armguards of Power,https://classic.wowhead.com/item=14910
9764,1094,Cadet Shield of the Boar,https://classic.wowhead.com/item=9764
15518,1197,Spiked Chain Breastplate of the Bear,https://classic.wowhead.com/item=15518
6593,590,Battleforge Cloak of the Monkey,https://classic.wowhead.com/item=6593
11994,2109,Coral Band of Regeneration,https://classic.wowhead.com/item=11994
3206,600,Cavalier Two-hander of the Monkey,https://classic.wowhead.com/item=3206
10424,,Plans: Silvered Bronze Leggings,https://classic.wowhead.com/item=10424
7496,686,Field Plate Shield of the Tiger,https://classic.wowhead.com/item=7496
14109,1014,Native Robe of the Whale,https://classic.wowhead.com/item=14109
6612,184,Sage's Boots of Stamina,https://classic.wowhead.com/item=6612
15340,1015,Pathfinder Cloak of the Whale,https://classic.wowhead.com/item=15340
15268,93,Twin-bladed Axe of Agility,https://classic.wowhead.com/item=15268
12203,,Red Wolf Meat,https://classic.wowhead.com/item=12203
15485,1182,War Torn Pants of the Bear,https://classic.wowhead.com/item=15485
14166,1953,Buccaneer's Bracers of Frozen Wrath,https://classic.wowhead.com/item=14166
11972,1410,Carnelian Loop of Fire Resistance,https://classic.wowhead.com/item=11972
2819,673,Cross Dagger of the Tiger,https://classic.wowhead.com/item=2819
7459,187,Knight's Pauldrons of Stamina,https://classic.wowhead.com/item=7459
12978,,Stormbringer Belt,https://classic.wowhead.com/item=12978
11993,1183,Clay Ring of the Bear,https://classic.wowhead.com/item=11993
15501,1181,Outrunner's Cloak of the Bear,https://classic.wowhead.com/item=15501
14435,,Windchaser Cinch,https://classic.wowhead.com/item=14435
9796,848,Ivycloth Mantle of the Eagle,https://classic.wowhead.com/item=9796
7409,251,Infiltrator Boots of the Falcon,https://classic.wowhead.com/item=7409
7457,687,Knight's Gauntlets of the Tiger,https://classic.wowhead.com/item=7457
14205,768,Thistlefur Belt of the Owl,https://classic.wowhead.com/item=14205
9883,1039,Sorcerer Pants of the Whale,https://classic.wowhead.com/item=9883
10289,1886,Durable Hat of Fiery Wrath,https://classic.wowhead.com/item=10289
7370,852,Elder's Sash of the Eagle,https://classic.wowhead.com/item=7370
4562,586,Severing Axe of the Monkey,https://classic.wowhead.com/item=4562
9783,848,Raider's Chestpiece of the Eagle,https://classic.wowhead.com/item=9783
14183,857,Watcher's Leggings of the Eagle,https://classic.wowhead.com/item=14183
4566,587,Sturdy Quarterstaff of the Monkey,https://classic.wowhead.com/item=4566
6576,848,Defender Girdle of the Eagle,https://classic.wowhead.com/item=6576
15018,135,Lupine Vest of Stamina,https://classic.wowhead.com/item=15018
14209,2035,Vital Sash of Healing,https://classic.wowhead.com/item=14209
15249,1192,Polished Zweihander of the Bear,https://classic.wowhead.com/item=15249
15525,1106,Sentry's Slippers of the Boar,https://classic.wowhead.com/item=15525
9846,1957,Conjurer's Bracers of Frozen Wrath,https://classic.wowhead.com/item=9846
15304,112,Grizzly Jerkin of Intellect,https://classic.wowhead.com/item=15304
4575,507,Medicine Staff of the Wolf,https://classic.wowhead.com/item=4575
14174,845,Buccaneer's Boots of the Eagle,https://classic.wowhead.com/item=14174
6571,1099,Scouting Buckler of the Boar,https://classic.wowhead.com/item=6571
9803,114,Superior Bracers of Stamina,https://classic.wowhead.com/item=9803
3740,585,Decapitating Sword of the Monkey,https://classic.wowhead.com/item=3740
14097,28,Native Pants of Spirit,https://classic.wowhead.com/item=14097
9432,,Skullplate Bracers,https://classic.wowhead.com/item=9432
7424,1108,Phalanx Spaulders of the Boar,https://classic.wowhead.com/item=7424
15532,115,Sentry's Armsplints of Strength,https://classic.wowhead.com/item=15532
15550,608,Thick Scale Crown of the Monkey,https://classic.wowhead.com/item=15550
10103,2043,Councillor's Sash of Healing,https://classic.wowhead.com/item=10103
6564,1878,Shimmering Cloak of Fiery Wrath,https://classic.wowhead.com/item=6564
9781,153,Bandit Pants of Spirit,https://classic.wowhead.com/item=9781
9923,2002,Tracker's Shoulderpads of Nature's Wrath,https://classic.wowhead.com/item=9923
10403,,Blackened Defias Belt,https://classic.wowhead.com/item=10403
7412,1807,Infiltrator Gloves of Arcane Wrath,https://classic.wowhead.com/item=7412
6609,860,Sage's Cloth of the Eagle,https://classic.wowhead.com/item=6609
4233,,Cured Medium Hide,https://classic.wowhead.com/item=4233
6616,858,Sage's Pants of the Eagle,https://classic.wowhead.com/item=6616
14215,866,Vital Tunic of the Eagle,https://classic.wowhead.com/item=14215
6540,2030,Willow Pants of Healing,https://classic.wowhead.com/item=6540
9824,1807,Durable Shoulders of Arcane Wrath,https://classic.wowhead.com/item=9824
7462,1558,Knight's Girdle of Power,https://classic.wowhead.com/item=7462
6550,23,Soldier's Wristguards of Strength,https://classic.wowhead.com/item=6550
15222,2029,Barbed Club of Healing,https://classic.wowhead.com/item=15222
14158,1807,Pagan Vest of Arcane Wrath,https://classic.wowhead.com/item=14158
15304,234,Grizzly Jerkin of the Falcon,https://classic.wowhead.com/item=15304
9815,1023,Fortified Leggings of the Whale,https://classic.wowhead.com/item=9815
15304,96,Grizzly Jerkin of Stamina,https://classic.wowhead.com/item=15304
9788,1182,Raider's Belt of the Bear,https://classic.wowhead.com/item=9788
14174,1841,Buccaneer's Boots of Shadow Wrath,https://classic.wowhead.com/item=14174
6615,768,Sage's Gloves of the Owl,https://classic.wowhead.com/item=6615
15525,1191,Sentry's Slippers of the Bear,https://classic.wowhead.com/item=15525
3283,,Battle Chain Tunic,https://classic.wowhead.com/item=3283
7409,1022,Infiltrator Boots of the Whale,https://classic.wowhead.com/item=7409
15333,96,Wrangler's Cloak of Stamina,https://classic.wowhead.com/item=15333
14232,178,Embersilk Mantle of Intellect,https://classic.wowhead.com/item=14232
3196,675,Edged Bastard Sword of the Tiger,https://classic.wowhead.com/item=3196
9894,605,Huntsman's Shoulders of the Monkey,https://classic.wowhead.com/item=9894
15223,585,Jagged Star of the Monkey,https://classic.wowhead.com/item=15223
15507,1097,Grunt's Bracers of the Boar,https://classic.wowhead.com/item=15507
15331,1992,Wrangler's Wristbands of Nature's Wrath,https://classic.wowhead.com/item=15331
15231,1100,Splitting Hatchet of the Boar,https://classic.wowhead.com/item=15231
15111,845,Rigid Moccasins of the Eagle,https://classic.wowhead.com/item=15111
5216,133,Umbral Wand of Intellect,https://classic.wowhead.com/item=5216
15345,769,Pathfinder Shoulder Pads of the Owl,https://classic.wowhead.com/item=15345
2677,,Boar Ribs,https://classic.wowhead.com/item=2677
14181,2034,Watcher's Handwraps of Healing,https://classic.wowhead.com/item=14181
14200,777,Thistlefur Cap of the Owl,https://classic.wowhead.com/item=14200
14109,94,Native Robe of Intellect,https://classic.wowhead.com/item=14109
15350,171,Headhunter's Slippers of Agility,https://classic.wowhead.com/item=15350
15493,115,Bloodspattered Loincloth of Strength,https://classic.wowhead.com/item=15493
7453,,Pattern: Swift Boots,https://classic.wowhead.com/item=7453
3798,,Interlaced Shoulderpads,https://classic.wowhead.com/item=3798
4775,,Cracked Bill,https://classic.wowhead.com/item=4775
6432,,Imperial Cloak,https://classic.wowhead.com/item=6432
15016,843,Lupine Handwraps of the Eagle,https://classic.wowhead.com/item=15016
9837,591,Banded Bracers of the Monkey,https://classic.wowhead.com/item=9837
11185,,Green Power Crystal,https://classic.wowhead.com/item=11185
3198,1020,Battering Hammer of the Whale,https://classic.wowhead.com/item=3198
15543,681,Wicked Chain Shield of the Tiger,https://classic.wowhead.com/item=15543
7285,,Nimble Leather Gloves,https://classic.wowhead.com/item=7285
7417,1110,Phalanx Boots of the Boar,https://classic.wowhead.com/item=7417
6562,1841,Shimmering Boots of Shadow Wrath,https://classic.wowhead.com/item=6562
4555,,Thick Scaly Tail,https://classic.wowhead.com/item=4555
15115,848,Rigid Gloves of the Eagle,https://classic.wowhead.com/item=15115
6539,1012,Willow Belt of the Whale,https://classic.wowhead.com/item=6539
10138,2040,High Councillor's Cloak of Healing,https://classic.wowhead.com/item=10138
6041,,Steel Weapon Chain,https://classic.wowhead.com/item=6041
9775,844,Bandit Cinch of the Eagle,https://classic.wowhead.com/item=9775
17031,,Rune of Teleportation,https://classic.wowhead.com/item=17031
14127,1020,Ritual Shroud of the Whale,https://classic.wowhead.com/item=14127
15492,1181,Bloodspattered Sash of the Bear,https://classic.wowhead.com/item=15492
6552,1552,Bard's Tunic of Power,https://classic.wowhead.com/item=6552
15280,510,Wizard's Hand of the Wolf,https://classic.wowhead.com/item=15280
6585,28,Scouting Cloak of Spirit,https://classic.wowhead.com/item=6585
4675,,Tribal Belt,https://classic.wowhead.com/item=4675
6617,1021,Sage's Mantle of the Whale,https://classic.wowhead.com/item=6617
7421,1194,Phalanx Gauntlets of the Bear,https://classic.wowhead.com/item=7421
9824,769,Durable Shoulders of the Owl,https://classic.wowhead.com/item=9824
1484,,Witching Stave,https://classic.wowhead.com/item=1484
9800,1018,Ivy Orb of the Whale,https://classic.wowhead.com/item=9800
15250,1558,Glimmering Flamberge of Power,https://classic.wowhead.com/item=15250
15542,938,Wicked Chain Shoulder Pads of the Gorilla,https://classic.wowhead.com/item=15542
9769,760,Greenweave Branch of the Owl,https://classic.wowhead.com/item=9769
15561,1203,Pillager's Leggings of the Bear,https://classic.wowhead.com/item=15561
3184,1800,Hook Dagger of Arcane Wrath,https://classic.wowhead.com/item=3184
1625,699,Exquisite Flamberge of the Tiger,https://classic.wowhead.com/item=1625
7446,247,Sentinel Cloak of the Falcon,https://classic.wowhead.com/item=7446
10316,,Pattern: Colorful Kilt,https://classic.wowhead.com/item=10316
15016,238,Lupine Handwraps of the Falcon,https://classic.wowhead.com/item=15016
15329,2032,Wrangler's Belt of Healing,https://classic.wowhead.com/item=15329
15248,1102,Gleaming Claymore of the Boar,https://classic.wowhead.com/item=15248
14159,114,Pagan Shoes of Stamina,https://classic.wowhead.com/item=14159
15308,843,Feral Cord of the Eagle,https://classic.wowhead.com/item=15308
790,501,Forester's Axe of the Wolf,https://classic.wowhead.com/item=790
14113,586,Aboriginal Sash of the Monkey,https://classic.wowhead.com/item=14113
3201,685,Barbarian War Axe of the Tiger,https://classic.wowhead.com/item=3201
6555,,Bard's Cloak,https://classic.wowhead.com/item=6555
7443,772,Sentinel Gloves of the Owl,https://classic.wowhead.com/item=7443
6592,687,Battleforge Armor of the Tiger,https://classic.wowhead.com/item=6592
9871,1205,Renegade Leggings of the Bear,https://classic.wowhead.com/item=9871
11965,1357,Quartz Ring of Frost Resistance,https://classic.wowhead.com/item=11965
14158,1845,Pagan Vest of Shadow Wrath,https://classic.wowhead.com/item=14158
15215,680,Furious Falchion of the Tiger,https://classic.wowhead.com/item=15215
13444,,Major Mana Potion,https://classic.wowhead.com/item=13444
11995,1102,Ivory Band of the Boar,https://classic.wowhead.com/item=11995
14047,,Runecloth,https://classic.wowhead.com/item=14047
9872,1199,Renegade Pauldrons of the Bear,https://classic.wowhead.com/item=9872
14179,1013,Watcher's Cape of the Whale,https://classic.wowhead.com/item=14179
3206,187,Cavalier Two-hander of Stamina,https://classic.wowhead.com/item=3206
3199,1554,Battle Slayer of Power,https://classic.wowhead.com/item=3199
9776,111,Bandit Boots of Agility,https://classic.wowhead.com/item=9776
15244,594,Razor Blade of the Monkey,https://classic.wowhead.com/item=15244
10287,1805,Greenweave Mantle of Arcane Wrath,https://classic.wowhead.com/item=10287
15232,1185,Hacking Cleaver of the Bear,https://classic.wowhead.com/item=15232
9784,930,Raider's Boots of the Gorilla,https://classic.wowhead.com/item=9784
9290,1620,Field Plate Helmet of Defense,https://classic.wowhead.com/item=9290
14203,776,Thistlefur Pants of the Owl,https://classic.wowhead.com/item=14203
9785,671,Raider's Bracers of the Tiger,https://classic.wowhead.com/item=9785
7368,863,Elder's Pants of the Eagle,https://classic.wowhead.com/item=7368
